;Messzeit;Messort;Laendercode;Sonnenaufgang;Sonnenuntergang;Temperatur (°C);Luftfeuchtigkeit (%);Bewoelkung (%);Luftdruck (hpa);Windgeschwindigkeit (m/s);Windrichtung (Deg)
0;22.11.18 12:20;Berlin Schoeneberg;DE;07:40;16:04;2,00;74;75;1025;4,1;100.0
0;22.11.18 12:50;Berlin Schoeneberg;DE;07:40;16:04;2,00;74;75;1025;4,1;100.0
0;22.11.18 13:20;Berlin Schoeneberg;DE;07:40;16:04;2,00;74;75;1024;4,6;90.0
0;22.11.18 13:50;Berlin Schoeneberg;DE;07:40;16:04;2,00;74;75;1024;4,6;100.0
0;22.11.18 14:20;Berlin Schoeneberg;DE;07:41;16:04;1,51;80;75;1024;4,6;90.0
0;22.11.18 14:50;Berlin Schoeneberg;DE;07:41;16:04;2,00;74;75;1024;4,1;90.0
0;22.11.18 15:20;Berlin Schoeneberg;DE;07:41;16:04;1,00;80;75;1024;5,1;100.0
0;22.11.18 15:50;Berlin Schoeneberg;DE;07:41;16:04;1,00;80;90;1024;4,6;100.0
0;22.11.18 16:20;Berlin Schoeneberg;DE;07:41;16:04;1,00;80;75;1024;4,1;100.0
0;22.11.18 16:50;Berlin Schoeneberg;DE;07:41;16:04;1,00;80;75;1024;3,6;100.0
0;22.11.18 17:20;Berlin Schoeneberg;DE;07:41;16:03;1,00;80;75;1024;4,6;110.0
0;22.11.18 17:50;Berlin Schoeneberg;DE;07:41;16:03;1,00;80;75;1024;3,6;110.0
0;22.11.18 18:20;Berlin Schoeneberg;DE;07:41;16:03;1,00;80;75;1024;4,1;110.0
0;22.11.18 18:50;Berlin Schoeneberg;DE;07:41;16:03;1,00;80;75;1024;4,6;100.0
0;22.11.18 19:20;Berlin Schoeneberg;DE;07:41;16:03;1,00;80;75;1025;4,6;90.0
0;22.11.18 19:50;Berlin Schoeneberg;DE;07:41;16:03;1,00;80;75;1024;5,1;100.0
0;22.11.18 20:20;Berlin Schoeneberg;DE;07:41;16:03;1,00;80;75;1024;4,1;100.0
0;22.11.18 20:50;Berlin Schoeneberg;DE;07:41;16:03;1,00;80;75;1024;4,6;100.0
0;22.11.18 21:20;Berlin Schoeneberg;DE;07:41;16:03;1,00;80;75;1025;4,1;100.0
0;22.11.18 21:50;Berlin Schoeneberg;DE;07:41;16:03;1,00;80;75;1025;4,6;100.0
0;22.11.18 21:20;Berlin Schoeneberg;DE;07:41;16:03;1,00;80;75;1025;4,1;100.0
0;22.11.18 21:50;Berlin Schoeneberg;DE;07:41;16:03;1,00;80;75;1025;4,6;100.0
0;22.11.18 22:20;Berlin Schoeneberg;DE;07:41;16:03;1,00;80;75;1025;5,1;100.0
0;22.11.18 22:50;Berlin Schoeneberg;DE;07:41;16:03;1,00;80;75;1025;4,1;110.0
0;22.11.18 23:20;Berlin Schoeneberg;DE;07:41;16:03;1,00;80;75;1025;5,1;110.0
0;22.11.18 23:50;Berlin Schoeneberg;DE;07:41;16:03;1,00;80;75;1024;4,1;100.0
0;23.11.18 00:20;Berlin Schoeneberg;DE;07:41;16:03;1,00;80;75;1024;4,1;120.0
0;23.11.18 00:50;Berlin Schoeneberg;DE;07:41;16:03;1,00;80;75;1024;4,1;140.0
0;23.11.18 01:20;Berlin Schoeneberg;DE;07:41;16:03;1,00;80;75;1024;3,1;110.0
0;23.11.18 01:50;Berlin Schoeneberg;DE;07:41;16:03;0,49;80;75;1024;3,6;100.0
0;23.11.18 02:20;Berlin Schoeneberg;DE;07:41;16:03;0,49;80;75;1024;3,6;100.0
0;23.11.18 02:50;Berlin Schoeneberg;DE;07:41;16:03;0,49;86;75;1024;3,6;100.0
0;23.11.18 03:20;Berlin Schoeneberg;DE;07:41;16:03;0,49;86;75;1024;3,6;100.0
0;23.11.18 03:50;Berlin Schoeneberg;DE;07:41;16:03;0,49;86;75;1024;3,6;100.0
0;23.11.18 04:20;Berlin Schoeneberg;DE;07:41;16:03;0,49;86;75;1023;3,1;110.0
0;23.11.18 04:50;Berlin Schoeneberg;DE;07:42;16:03;0,49;86;75;1023;3,6;110.0
0;23.11.18 05:20;Berlin Schoeneberg;DE;07:42;16:03;0,49;86;75;1023;3,1;100.0
0;23.11.18 05:50;Berlin Schoeneberg;DE;07:42;16:03;1,00;86;75;1023;3,6;110.0
0;23.11.18 06:20;Berlin Schoeneberg;DE;07:42;16:03;1,00;92;75;1023;3,6;120.0
0;23.11.18 06:50;Berlin Schoeneberg;DE;07:42;16:03;1,00;92;90;1023;3,6;120.0
0;23.11.18 07:20;Berlin Schoeneberg;DE;07:42;16:03;1,00;92;90;1023;3,1;120.0
0;23.11.18 07:50;Berlin Schoeneberg;DE;07:42;16:03;1,00;92;90;1023;3,1;100.0
0;23.11.18 08:20;Berlin Schoeneberg;DE;07:42;16:03;1,00;91;90;1023;3,1;120.0
0;23.11.18 08:50;Berlin Schoeneberg;DE;07:42;16:03;1,49;91;90;1023;3,1;120.0
0;23.11.18 09:20;Berlin Schoeneberg;DE;07:42;16:03;1,49;91;90;1023;3,1;120.0
0;23.11.18 09:50;Berlin Schoeneberg;DE;07:42;16:03;2,00;93;90;1023;3,1;120.0
0;23.11.18 10:20;Berlin Schoeneberg;DE;07:42;16:03;2,00;91;90;1023;4,1;130.0
0;23.11.18 10:50;Berlin Schoeneberg;DE;07:42;16:03;2,00;93;90;1023;3,1;130.0
0;23.11.18 11:20;Berlin Schoeneberg;DE;07:42;16:03;2,00;93;90;1022;2,6;130.0
0;23.11.18 11:50;Berlin Schoeneberg;DE;07:42;16:03;2,49;86;90;1022;3,1;130.0
0;23.11.18 12:20;Berlin Schoeneberg;DE;07:42;16:03;2,49;86;90;1022;2,6;120.0
0;23.11.18 12:50;Berlin Schoeneberg;DE;07:42;16:03;2,49;86;90;1022;2,1;120.0
0;23.11.18 13:20;Berlin Schoeneberg;DE;07:42;16:03;2,49;93;90;1021;2,6;130.0
0;23.11.18 13:50;Berlin Schoeneberg;DE;07:42;16:03;3,00;86;90;1021;3,6;120.0
0;23.11.18 14:20;Berlin Schoeneberg;DE;07:42;16:03;3,00;93;90;1021;3,1;130.0
0;23.11.18 14:50;Berlin Schoeneberg;DE;07:42;16:03;3,00;93;90;1021;3,1;120.0
0;23.11.18 15:20;Berlin Schoeneberg;DE;07:42;16:02;3,00;93;90;1021;2,1;140.0
0;23.11.18 15:50;Berlin Schoeneberg;DE;07:42;16:02;3,00;93;90;1021;2,1;140.0
0;23.11.18 16:20;Berlin Schoeneberg;DE;07:42;16:02;3,00;93;90;1020;2,1;150.0
0;23.11.18 16:50;Berlin Schoeneberg;DE;07:42;16:02;3,00;93;75;1020;2,6;150.0
0;23.11.18 17:20;Berlin Schoeneberg;DE;07:42;16:02;3,00;93;75;1020;2,1;150.0
0;23.11.18 17:50;Berlin Schoeneberg;DE;07:42;16:02;3,00;93;75;1020;2,1;140.0
0;23.11.18 18:20;Berlin Schoeneberg;DE;07:42;16:02;3,49;86;75;1020;2,1;140.0
0;23.11.18 18:50;Berlin Schoeneberg;DE;07:42;16:02;3,49;86;75;1020;1,5;140.0
0;23.11.18 19:20;Berlin Schoeneberg;DE;07:43;16:02;3,49;86;75;1020;1,5;140.0
0;23.11.18 19:50;Berlin Schoeneberg;DE;07:43;16:02;3,49;86;75;1019;2,1;160.0
0;23.11.18 20:20;Berlin Schoeneberg;DE;07:43;16:02;3,49;80;75;1019;2,1;130.0
0;23.11.18 20:50;Berlin Schoeneberg;DE;07:43;16:02;3,49;80;75;1019;1,5;140.0
0;23.11.18 21:20;Berlin Schoeneberg;DE;07:43;16:02;3,49;86;75;1018;2,6;120.0
0;23.11.18 21:50;Berlin Schoeneberg;DE;07:43;16:02;2,99;86;75;1018;2,1;100.0
0;23.11.18 22:20;Berlin Schoeneberg;DE;07:43;16:02;2,64;100;20;1018;2,1;80.0
0;23.11.18 22:50;Berlin Schoeneberg;DE;07:43;16:02;2,48;86;75;1018;2,6;110.0
0;23.11.18 23:20;Berlin Schoeneberg;DE;07:43;16:02;1,99;93;40;1018;1;120.0
0;23.11.18 23:50;Berlin Schoeneberg;DE;07:43;16:02;1,99;86;20;1017;2,6;120.0
0;24.11.18 00:20;Berlin Schoeneberg;DE;07:43;16:02;1,49;93;0;1017;2,1;110.0
0;24.11.18 00:50;Berlin Schoeneberg;DE;07:43;16:02;1,10;80;90;1017;2,1;70.0
0;24.11.18 01:20;Berlin Schoeneberg;DE;07:43;16:02;1,10;80;90;1017;2,6;70.0
0;24.11.18 01:50;Berlin Schoeneberg;DE;07:43;16:02;1,10;80;90;1016;2,6;70.0
0;24.11.18 02:20;Berlin Schoeneberg;DE;07:43;16:02;-0,01;100;75;1016;2,1;90.0
0;24.11.18 02:50;Berlin Schoeneberg;DE;07:43;16:02;-0,01;100;75;1016;2,1;100.0
0;24.11.18 03:20;Berlin Schoeneberg;DE;07:43;16:02;-0,01;100;75;1016;2,1;80.0
0;24.11.18 03:50;Berlin Schoeneberg;DE;07:43;16:02;-0,01;100;90;1015;2,1;80.0
0;24.11.18 04:20;Berlin Schoeneberg;DE;07:43;16:02;-0,01;78;90;1015;1,5;60.0
0;24.11.18 04:50;Berlin Schoeneberg;DE;07:43;16:02;-0,51;78;90;1015;2,1;60.0
0;24.11.18 05:20;Berlin Schoeneberg;DE;07:43;16:02;-0,51;92;90;1015;2,1;70.0
0;24.11.18 05:50;Berlin Schoeneberg;DE;07:43;16:02;-0,51;92;90;1015;2,1;60.0
0;24.11.18 06:20;Berlin Schoeneberg;DE;07:43;16:02;-0,45;100;90;1014;2,1;70.0
0;24.11.18 06:50;Berlin Schoeneberg;DE;07:43;16:02;-0,51;92;90;1015;2,6;60.0
0;24.11.18 07:20;Berlin Schoeneberg;DE;07:43;16:02;-0,51;92;90;1014;1;
0;24.11.18 07:50;Berlin Schoeneberg;DE;07:43;16:02;-0,51;92;90;1015;1,5;60.0
0;24.11.18 08:20;Berlin Schoeneberg;DE;07:43;16:02;-0,51;95;90;1014;2,1;50.0
0;24.11.18 08:50;Berlin Schoeneberg;DE;07:43;16:02;0,00;95;90;1014;2,1;80.0
0;24.11.18 09:20;Berlin Schoeneberg;DE;07:43;16:02;0,00;95;90;1014;2,1;60.0
0;24.11.18 09:50;Berlin Schoeneberg;DE;07:44;16:02;0,00;95;90;1014;2,1;80.0
0;24.11.18 10:20;Berlin Schoeneberg;DE;07:44;16:02;0,00;95;90;1014;1,5;60.0
0;24.11.18 10:50;Berlin Schoeneberg;DE;07:44;16:02;1,00;95;75;1014;1,5;70.0
0;24.11.18 11:20;Berlin Schoeneberg;DE;07:44;16:02;1,00;88;75;1014;1,5;60.0
0;24.11.18 11:50;Berlin Schoeneberg;DE;07:44;16:02;1,49;88;90;1014;2,1;70.0
0;24.11.18 12:20;Berlin Schoeneberg;DE;07:44;16:02;2,00;93;90;1014;1,5;80.0
0;24.11.18 12:50;Berlin Schoeneberg;DE;07:44;16:02;2,00;93;90;1013;2,6;70.0
0;24.11.18 13:20;Berlin Schoeneberg;DE;07:44;16:02;2,49;86;90;1013;2,1;70.0
0;24.11.18 13:50;Berlin Schoeneberg;DE;07:44;16:02;2,49;86;90;1013;1,5;80.0
0;24.11.18 14:20;Berlin Schoeneberg;DE;07:44;16:02;2,49;86;90;1013;2,1;40.0
0;24.11.18 14:50;Berlin Schoeneberg;DE;07:44;16:01;2,49;93;90;1013;1,5;90.0
0;24.11.18 15:20;Berlin Schoeneberg;DE;07:44;16:01;2,49;93;90;1013;1,5;80.0
0;24.11.18 15:50;Berlin Schoeneberg;DE;07:44;16:01;2,99;86;90;1013;2,1;70.0
0;24.11.18 16:20;Berlin Schoeneberg;DE;07:44;16:01;2,99;86;90;1013;2,1;70.0
0;24.11.18 16:50;Berlin Schoeneberg;DE;07:44;16:01;2,99;86;90;1013;2,1;70.0
0;24.11.18 17:20;Berlin Schoeneberg;DE;07:44;16:01;2,99;86;90;1013;2,1;80.0
0;24.11.18 17:50;Berlin Schoeneberg;DE;07:44;16:01;2,99;86;75;1013;1,5;70.0
0;24.11.18 18:20;Berlin Schoeneberg;DE;07:44;16:01;2,99;86;75;1013;1,5;60.0
0;24.11.18 18:50;Berlin Schoeneberg;DE;07:44;16:01;2,99;86;75;1013;1;
0;24.11.18 19:20;Berlin Schoeneberg;DE;07:44;16:01;2,99;86;75;1013;1;
0;24.11.18 19:50;Berlin Schoeneberg;DE;07:44;16:01;2,99;86;90;1014;1,5;60.0
0;24.11.18 20:20;Berlin Schoeneberg;DE;07:44;16:01;2,99;86;90;1014;1;
0;24.11.18 20:50;Berlin Schoeneberg;DE;07:44;16:01;3,10;100;75;1014;1,5;80.0
0;24.11.18 21:20;Berlin Schoeneberg;DE;07:44;16:01;2,49;93;90;1014;1,5;80.0
0;24.11.18 21:50;Berlin Schoeneberg;DE;07:44;16:01;2,49;93;90;1014;1;
0;24.11.18 22:20;Berlin Schoeneberg;DE;07:44;16:01;2,99;86;90;1014;1;
0;24.11.18 22:50;Berlin Schoeneberg;DE;07:44;16:01;3,10;100;75;1013;1,5;80.0
0;24.11.18 23:20;Berlin Schoeneberg;DE;07:44;16:01;2,99;86;75;1013;1;150.0
0;24.11.18 23:50;Berlin Schoeneberg;DE;07:44;16:01;2,99;86;75;1013;1,5;160.0
0;25.11.18 00:20;Berlin Schoeneberg;DE;07:44;16:01;2,99;86;90;1013;1,5;140.0
0;25.11.18 00:50;Berlin Schoeneberg;DE;07:45;16:01;3,10;100;75;1013;1;
0;25.11.18 01:20;Berlin Schoeneberg;DE;07:45;16:01;3,10;100;75;1013;1,5;100.0
0;25.11.18 01:50;Berlin Schoeneberg;DE;07:45;16:01;2,49;93;75;1013;1,5;130.0
0;25.11.18 02:20;Berlin Schoeneberg;DE;07:45;16:01;2,49;93;75;1013;1,28;162.0
0;25.11.18 02:50;Berlin Schoeneberg;DE;07:45;16:01;2,49;93;75;1013;1;100.0
0;25.11.18 03:20;Berlin Schoeneberg;DE;07:45;16:01;3,49;86;75;1012;0,5;120.0
0;25.11.18 03:50;Berlin Schoeneberg;DE;07:45;16:01;3,49;93;75;1012;1;140.0
0;25.11.18 04:20;Berlin Schoeneberg;DE;07:45;16:01;3,49;93;75;1012;1,5;60.0
0;25.11.18 04:50;Berlin Schoeneberg;DE;07:45;16:01;3,49;93;75;1012;1;
0;25.11.18 05:20;Berlin Schoeneberg;DE;07:45;16:01;3,49;93;75;1012;1;
0;25.11.18 05:50;Berlin Schoeneberg;DE;07:45;16:01;3,49;93;75;1012;1,5;50.0
0;25.11.18 06:20;Berlin Schoeneberg;DE;07:45;16:01;3,49;93;90;1012;1;
0;25.11.18 06:50;Berlin Schoeneberg;DE;07:45;16:01;3,49;93;75;1012;1,5;40.0
0;25.11.18 07:20;Berlin Schoeneberg;DE;07:45;16:01;3,49;93;75;1012;1,5;60.0
0;25.11.18 07:50;Berlin Schoeneberg;DE;07:45;16:01;3,49;93;75;1012;2,1;40.0
0;25.11.18 08:20;Berlin Schoeneberg;DE;07:45;16:01;3,49;93;75;1012;1,5;70.0
0;25.11.18 08:50;Berlin Schoeneberg;DE;07:45;16:01;4,00;93;75;1012;1,5;70.0
0;25.11.18 09:20;Berlin Schoeneberg;DE;07:45;16:01;4,00;93;75;1012;1;
0;25.11.18 09:50;Berlin Schoeneberg;DE;07:45;16:01;4,00;93;75;1012;2,1;40.0
0;25.11.18 10:20;Berlin Schoeneberg;DE;07:45;16:01;4,49;86;75;1012;2,1;60.0
0;25.11.18 10:50;Berlin Schoeneberg;DE;07:45;16:01;4,49;86;75;1012;2,1;80.0
0;25.11.18 11:20;Berlin Schoeneberg;DE;07:45;16:01;5,00;86;75;1012;2,1;60.0
0;25.11.18 11:50;Berlin Schoeneberg;DE;07:45;16:01;5,00;86;75;1012;2,6;70.0
0;25.11.18 12:20;Berlin Schoeneberg;DE;07:45;16:01;5,49;87;75;1012;2,6;50.0
0;25.11.18 12:50;Berlin Schoeneberg;DE;07:45;16:01;5,49;87;75;1012;2,6;60.0
0;25.11.18 13:20;Berlin Schoeneberg;DE;07:45;16:01;5,49;87;75;1012;2,1;80.0
0;25.11.18 13:50;Berlin Schoeneberg;DE;07:45;16:01;5,49;87;75;1012;2,6;50.0
0;25.11.18 14:20;Berlin Schoeneberg;DE;07:45;16:01;5,49;87;75;1012;2,6;70.0
0;25.11.18 14:50;Berlin Schoeneberg;DE;07:45;16:01;5,49;87;75;1012;2,6;70.0
0;25.11.18 15:20;Berlin Schoeneberg;DE;07:45;16:00;5,49;87;75;1012;2,6;50.0
0;25.11.18 15:50;Berlin Schoeneberg;DE;07:46;16:00;5,00;93;75;1012;3,1;50.0
0;25.11.18 16:20;Berlin Schoeneberg;DE;07:46;16:00;5,00;93;75;1012;2,6;60.0
0;25.11.18 16:50;Berlin Schoeneberg;DE;07:46;16:00;5,00;93;75;1012;2,6;50.0
0;25.11.18 17:20;Berlin Schoeneberg;DE;07:46;16:00;5,00;93;75;1012;2,1;40.0
0;25.11.18 17:50;Berlin Schoeneberg;DE;07:46;16:00;5,00;93;75;1012;2,6;60.0
0;25.11.18 18:20;Berlin Schoeneberg;DE;07:46;16:00;5,00;93;75;1012;2,6;50.0
0;25.11.18 18:50;Berlin Schoeneberg;DE;07:46;16:00;5,00;93;75;1012;3,6;40.0
0;25.11.18 19:20;Berlin Schoeneberg;DE;07:46;16:00;5,00;93;75;1012;3,1;50.0
0;25.11.18 19:50;Berlin Schoeneberg;DE;07:46;16:00;5,00;93;75;1013;3,1;50.0
0;25.11.18 20:20;Berlin Schoeneberg;DE;07:46;16:00;5,00;86;75;1013;3,1;50.0
0;25.11.18 20:50;Berlin Schoeneberg;DE;07:46;16:00;4,49;86;75;1013;3,6;50.0
0;25.11.18 21:20;Berlin Schoeneberg;DE;07:46;16:00;4,51;93;75;1013;4,1;40.0
0;25.11.18 21:50;Berlin Schoeneberg;DE;07:46;16:00;4,00;93;75;1013;3,1;50.0
0;25.11.18 22:20;Berlin Schoeneberg;DE;07:46;16:00;4,00;93;75;1013;3,1;60.0
0;25.11.18 22:50;Berlin Schoeneberg;DE;07:46;16:00;4,00;86;75;1013;3,6;40.0
0;25.11.18 23:20;Berlin Schoeneberg;DE;07:46;16:00;4,00;86;75;1013;3,1;40.0
0;25.11.18 23:50;Berlin Schoeneberg;DE;07:46;16:00;4,00;80;75;1013;3,6;60.0
0;26.11.18 00:20;Berlin Schoeneberg;DE;07:46;16:00;3,00;86;75;1013;3,6;60.0
0;26.11.18 00:50;Berlin Schoeneberg;DE;07:46;16:00;3,00;86;75;1013;3,6;50.0
0;26.11.18 01:20;Berlin Schoeneberg;DE;07:46;16:00;2,51;97;75;1013;2,6;50.0
0;26.11.18 01:50;Berlin Schoeneberg;DE;07:46;16:00;2,51;97;20;1013;2,6;50.0
0;26.11.18 02:20;Berlin Schoeneberg;DE;07:46;16:00;1,51;99;88;1013;2,6;40.0
0;26.11.18 02:50;Berlin Schoeneberg;DE;07:46;16:00;1,51;99;20;1013;2,1;40.0
0;26.11.18 03:20;Berlin Schoeneberg;DE;07:46;16:00;1,00;86;88;1013;1,5;50.0
0;26.11.18 03:50;Berlin Schoeneberg;DE;07:46;16:00;1,00;99;75;1013;3,1;60.0
0;26.11.18 04:20;Berlin Schoeneberg;DE;07:46;16:00;1,00;99;75;1013;4,6;60.0
0;26.11.18 04:50;Berlin Schoeneberg;DE;07:46;16:00;1,00;99;75;1013;4,1;80.0
0;26.11.18 05:20;Berlin Schoeneberg;DE;07:46;16:00;1,00;100;40;1013;2,1;70.0
0;26.11.18 05:50;Berlin Schoeneberg;DE;07:46;16:00;1,00;100;75;1013;2,1;30.0
0;26.11.18 06:20;Berlin Schoeneberg;DE;07:46;16:00;1,00;100;75;1013;3,1;20.0
0;26.11.18 06:50;Berlin Schoeneberg;DE;07:47;16:00;2,00;100;75;1013;2,6;40.0
0;26.11.18 07:20;Berlin Schoeneberg;DE;07:47;16:00;2,00;100;90;1013;2,6;30.0
0;26.11.18 07:50;Berlin Schoeneberg;DE;07:47;16:00;2,00;100;75;1013;3,6;30.0
0;26.11.18 08:20;Berlin Schoeneberg;DE;07:47;16:00;2,00;98;75;1013;3,1;40.0
0;26.11.18 08:50;Berlin Schoeneberg;DE;07:47;16:00;2,00;98;75;1013;2,6;50.0
0;26.11.18 09:20;Berlin Schoeneberg;DE;07:47;16:00;2,51;93;90;1014;3,1;40.0
0;26.11.18 09:50;Berlin Schoeneberg;DE;07:47;16:00;2,51;93;75;1014;3,6;40.0
0;26.11.18 10:20;Berlin Schoeneberg;DE;07:47;16:00;3,00;86;75;1014;3,1;50.0
0;26.11.18 10:50;Berlin Schoeneberg;DE;07:47;16:00;3,00;86;75;1014;3,1;50.0
0;26.11.18 11:20;Berlin Schoeneberg;DE;07:47;16:00;3,00;86;75;1013;3,1;50.0
0;26.11.18 11:50;Berlin Schoeneberg;DE;07:47;16:00;3,49;80;75;1013;3,6;60.0
0;26.11.18 12:20;Berlin Schoeneberg;DE;07:47;16:00;3,49;80;75;1013;3,6;40.0
0;26.11.18 12:50;Berlin Schoeneberg;DE;07:47;16:00;3,49;80;75;1013;3,6;50.0
0;26.11.18 13:55;Berlin Schoeneberg;DE;07:47;16:00;2,18;98;80;1020;4,46;58.0
0;26.11.18 14:07;Berlin Schoeneberg;DE;07:47;16:00;2,18;98;80;1020;4,46;58.0
0;26.11.18 14:25;Berlin Schoeneberg;DE;07:47;16:00;2,18;98;80;1020;4,46;58.0
0;26.11.18 14:39;Berlin Schoeneberg;DE;07:47;16:00;1,86;93;88;1020;4,21;55.0
0;26.11.18 14:55;Berlin Schoeneberg;DE;07:47;16:00;1,86;93;88;1020;4,21;55.0
0;26.11.18 15:10;Berlin Schoeneberg;DE;07:47;16:00;1,86;93;88;1020;4,21;55.0
0;26.11.18 15:22;Berlin Schoeneberg;DE;07:47;16:00;1,86;93;88;1020;4,21;55.0
0;26.11.18 15:40;Berlin Schoeneberg;DE;07:47;16:00;1,86;93;88;1020;4,21;55.0
0;26.11.18 15:55;Berlin Schoeneberg;DE;07:47;16:00;1,86;93;88;1020;4,21;55.0
0;26.11.18 16:08;Berlin Schoeneberg;DE;07:47;16:00;1,86;93;88;1020;4,21;55.0
0;26.11.18 16:25;Berlin Schoeneberg;DE;07:47;16:00;1,86;93;88;1020;4,21;55.0
0;26.11.18 16:40;Berlin Schoeneberg;DE;07:47;16:00;1,86;93;88;1020;4,21;55.0
0;26.11.18 16:55;Berlin Schoeneberg;DE;07:47;16:00;1,86;93;88;1020;4,21;55.0
0;26.11.18 16:59;Berlin Schoeneberg;DE;07:47;16:00;1,86;93;88;1020;4,21;55.0
0;26.11.18 17:08;Berlin Schoeneberg;DE;07:47;15:59;1,86;93;88;1020;4,21;55.0
0;26.11.18 17:25;Berlin Schoeneberg;DE;07:47;15:59;1,86;93;88;1020;4,21;55.0
0;26.11.18 17:40;Berlin Schoeneberg;DE;07:47;15:59;1,11;91;88;1021;4,01;57.0
0;26.11.18 17:55;Berlin Schoeneberg;DE;07:47;15:59;1,11;91;88;1021;4,01;57.0
0;26.11.18 18:10;Berlin Schoeneberg;DE;07:47;15:59;1,11;91;88;1021;4,01;57.0
0;26.11.18 18:25;Berlin Schoeneberg;DE;07:47;15:59;1,11;91;88;1021;4,01;57.0
0;26.11.18 17:50;Berlin Schoeneberg;DE;07:47;15:59;2,49;74;75;1015;3,1;80.0
0;26.11.18 18:20;Berlin Schoeneberg;DE;07:47;15:59;3,00;74;75;1015;4,1;70.0
0;26.11.18 18:50;Berlin Schoeneberg;DE;07:47;15:59;3,00;74;75;1015;3,6;70.0
0;26.11.18 19:20;Berlin Schoeneberg;DE;07:47;15:59;3,00;69;75;1015;2,6;70.0
0;26.11.18 19:50;Berlin Schoeneberg;DE;07:47;15:59;3,00;69;75;1016;3,1;70.0
0;26.11.18 20:20;Berlin Schoeneberg;DE;07:47;15:59;3,00;69;75;1016;2,1;50.0
0;26.11.18 20:50;Berlin Schoeneberg;DE;07:47;15:59;3,00;74;75;1016;2,6;40.0
0;26.11.18 22:30;Berlin Schoeneberg;DE;07:48;15:59;0,44;91;88;1023;3,31;64.0
0;26.11.18 22:20;Berlin Schoeneberg;DE;07:48;15:59;2,00;80;75;1016;3,1;50.0
0;26.11.18 22:50;Berlin Schoeneberg;DE;07:48;15:59;1,00;86;20;1017;3,1;50.0
0;26.11.18 23:20;Berlin Schoeneberg;DE;07:48;15:59;0,49;86;0;1017;1,5;60.0
0;26.11.18 23:50;Berlin Schoeneberg;DE;07:48;15:59;0,00;90;0;1017;2,6;40.0
0;27.11.18 00:20;Berlin Schoeneberg;DE;07:48;15:59;0,00;90;0;1017;1,5;30.0
0;27.11.18 00:50;Berlin Schoeneberg;DE;07:48;15:59;-0,51;90;0;1017;2,1;30.0
0;27.11.18 01:20;Berlin Schoeneberg;DE;07:48;15:59;-1,00;92;88;1017;2,1;40.0
0;27.11.18 01:50;Berlin Schoeneberg;DE;07:48;15:59;-1,51;86;88;1018;1,5;30.0
0;27.11.18 02:20;Berlin Schoeneberg;DE;07:48;15:59;-1,51;86;48;1018;2,1;40.0
0;27.11.18 02:50;Berlin Schoeneberg;DE;07:48;15:59;-1,51;86;48;1018;2,6;40.0
0;27.11.18 03:20;Berlin Schoeneberg;DE;07:48;15:59;-1,51;86;48;1018;1;
0;27.11.18 03:50;Berlin Schoeneberg;DE;07:48;15:59;-1,51;86;48;1018;2,1;40.0
0;27.11.18 04:20;Berlin Schoeneberg;DE;07:48;15:59;-2,00;92;48;1018;1,5;50.0
0;27.11.18 04:50;Berlin Schoeneberg;DE;07:48;15:59;-2,51;92;48;1019;2,1;60.0
0;27.11.18 05:20;Berlin Schoeneberg;DE;07:48;15:59;-2,51;86;48;1019;1,5;60.0
0;27.11.18 05:50;Berlin Schoeneberg;DE;07:48;15:59;-2,51;86;0;1019;1,5;50.0
0;27.11.18 06:20;Berlin Schoeneberg;DE;07:48;15:59;-2,51;86;0;1019;1,5;50.0
0;27.11.18 06:50;Berlin Schoeneberg;DE;07:48;15:59;-2,51;86;0;1020;2,1;50.0
0;27.11.18 07:20;Berlin Schoeneberg;DE;07:48;15:59;-3,01;86;20;1020;1,5;60.0
0;27.11.18 07:50;Berlin Schoeneberg;DE;07:48;15:59;-2,51;86;75;1020;1;
0;27.11.18 08:20;Berlin Schoeneberg;DE;07:48;15:59;-2,51;86;75;1021;1;
0;27.11.18 08:50;Berlin Schoeneberg;DE;07:48;15:59;-2,51;86;75;1021;0,5;
0;27.11.18 09:20;Berlin Schoeneberg;DE;07:48;15:59;-1,51;80;40;1021;0,5;
0;27.11.18 09:50;Berlin Schoeneberg;DE;07:48;15:59;-1,51;86;75;1021;1,86;59.0
0;27.11.18 10:20;Berlin Schoeneberg;DE;07:48;15:59;-0,51;93;75;1022;0,5;
0;27.11.18 10:50;Berlin Schoeneberg;DE;07:48;15:59;-0,01;74;75;1022;0,5;
0;27.11.18 11:20;Berlin Schoeneberg;DE;07:48;15:59;-0,01;74;75;1022;1;
0;27.11.18 11:50;Berlin Schoeneberg;DE;07:48;15:59;0,49;74;75;1022;1,5;40.0
0;27.11.18 12:20;Berlin Schoeneberg;DE;07:48;15:59;0,49;74;75;1023;1,5;10.0
0;27.11.18 12:50;Berlin Schoeneberg;DE;07:48;15:59;1,00;74;75;1023;1,5;350.0
0;27.11.18 13:20;Berlin Schoeneberg;DE;07:48;15:59;1,00;74;75;1023;1;
0;27.11.18 13:50;Berlin Schoeneberg;DE;07:49;15:59;1,00;74;75;1023;1,5;20.0
0;27.11.18 14:20;Berlin Schoeneberg;DE;07:49;15:59;1,00;74;75;1023;1;
0;27.11.18 14:50;Berlin Schoeneberg;DE;07:49;15:59;1,00;69;75;1023;2,1;30.0
