;Messzeit;Messort;Laendercode;Sonnenaufgang;Sonnenuntergang;Temperatur (°C);Luftfeuchtigkeit (%);Bewoelkung (%);Luftdruck (hpa);Windgeschwindigkeit (m/s);Windrichtung (Deg)
0;17.10.18 19:20;Berlin Schoeneberg;DE;07:36;18:06;14,00;76;0;1019;1,17;70.0
0;17.10.18 19:50;Berlin Schoeneberg;DE;07:36;18:06;13,00;76;0;1019;0,5;
0;17.10.18 20:20;Berlin Schoeneberg;DE;07:36;18:06;13,00;82;0;1019;1;80.0
0;17.10.18 20:50;Berlin Schoeneberg;DE;07:36;18:06;12,49;82;0;1019;1,5;80.0
0;17.10.18 21:20;Berlin Schoeneberg;DE;07:36;18:05;11,99;82;0;1019;1;70.0
0;17.10.18 21:50;Berlin Schoeneberg;DE;07:36;18:05;10,99;87;0;1019;1;340.0
0;17.10.18 22:20;Berlin Schoeneberg;DE;07:36;18:05;11,09;87;0;1019;2,1;100.0
0;17.10.18 22:50;Berlin Schoeneberg;DE;07:36;18:05;10,00;87;0;1019;0,5;
0;17.10.18 23:20;Berlin Schoeneberg;DE;07:36;18:05;9,49;93;0;1019;0,5;280.0
0;17.10.18 23:50;Berlin Schoeneberg;DE;07:36;18:05;9,00;93;0;1019;0,5;
0;18.10.18 00:20;Berlin Schoeneberg;DE;07:36;18:05;8,49;93;0;1019;1,5;100.0
0;18.10.18 00:50;Berlin Schoeneberg;DE;07:36;18:05;8,49;93;0;1019;1;340.0
0;18.10.18 01:20;Berlin Schoeneberg;DE;07:36;18:05;8,49;93;0;1019;0,85;265.0
0;18.10.18 01:50;Berlin Schoeneberg;DE;07:36;18:05;8,49;93;0;1019;0,5;80.0
0;18.10.18 02:20;Berlin Schoeneberg;DE;07:37;18:05;8,00;100;0;1019;0,85;265.0
0;18.10.18 02:50;Berlin Schoeneberg;DE;07:37;18:05;6,51;100;0;1019;0,5;280.0
0;18.10.18 03:20;Berlin Schoeneberg;DE;07:37;18:05;7,00;100;0;1019;0,5;
0;18.10.18 03:50;Berlin Schoeneberg;DE;07:37;18:05;6,49;100;0;1019;0,5;120.0
0;18.10.18 04:20;Berlin Schoeneberg;DE;07:37;18:05;7,49;93;0;1019;1;
0;18.10.18 04:50;Berlin Schoeneberg;DE;07:37;18:05;6,99;93;0;1019;0,5;
0;18.10.18 05:20;Berlin Schoeneberg;DE;07:37;18:05;6,49;93;0;1019;1;290.0
0;18.10.18 05:50;Berlin Schoeneberg;DE;07:37;18:05;6,00;93;0;1019;1,21;279.0
0;18.10.18 06:20;Berlin Schoeneberg;DE;07:37;18:05;7,00;100;20;1019;0,5;130.0
0;18.10.18 06:50;Berlin Schoeneberg;DE;07:37;18:05;6,49;100;20;1019;0,5;
0;18.10.18 07:20;Berlin Schoeneberg;DE;07:37;18:05;6,00;100;20;1019;0,5;
0;18.10.18 07:50;Berlin Schoeneberg;DE;07:37;18:05;6,49;93;20;1020;1;
0;18.10.18 08:20;Berlin Schoeneberg;DE;07:37;18:04;7,49;93;20;1020;0,5;250.0
0;18.10.18 08:50;Berlin Schoeneberg;DE;07:37;18:04;7,99;93;20;1020;0,5;300.0
0;18.10.18 09:20;Berlin Schoeneberg;DE;07:37;18:04;10,00;93;0;1020;2,1;280.0
0;18.10.18 09:50;Berlin Schoeneberg;DE;07:37;18:04;11,01;93;0;1020;2,1;280.0
0;18.10.18 10:20;Berlin Schoeneberg;DE;07:37;18:04;11,51;87;0;1020;1,5;270.0
0;18.10.18 10:50;Berlin Schoeneberg;DE;07:37;18:04;13,01;81;0;1020;2,1;260.0
0;18.10.18 11:20;Berlin Schoeneberg;DE;07:37;18:04;14,51;76;0;1020;2,1;280.0
0;18.10.18 11:50;Berlin Schoeneberg;DE;07:37;18:04;15,01;76;0;1020;3,1;280.0
0;18.10.18 12:20;Berlin Schoeneberg;DE;07:37;18:04;16,02;76;32;1020;4,1;290.0
0;18.10.18 12:50;Berlin Schoeneberg;DE;07:37;18:04;16,02;71;75;1021;4,1;300.0
0;18.10.18 13:20;Berlin Schoeneberg;DE;07:37;18:04;15,52;82;75;1021;3,6;310.0
0;18.10.18 13:50;Berlin Schoeneberg;DE;07:37;18:04;14,52;87;40;1021;3,1;290.0
0;18.10.18 14:20;Berlin Schoeneberg;DE;07:37;18:04;14,52;87;75;1021;3,6;300.0
0;18.10.18 14:50;Berlin Schoeneberg;DE;07:37;18:04;15,01;82;75;1021;3,1;330.0
0;18.10.18 15:20;Berlin Schoeneberg;DE;07:38;18:04;15,01;87;90;1021;3,1;290.0
0;18.10.18 15:50;Berlin Schoeneberg;DE;07:38;18:04;14,51;87;75;1021;2,6;320.0
0;18.10.18 16:20;Berlin Schoeneberg;DE;07:38;18:04;14,00;87;75;1021;2,1;290.0
0;18.10.18 16:50;Berlin Schoeneberg;DE;07:38;18:04;14,00;87;90;1021;2,1;270.0
0;18.10.18 17:20;Berlin Schoeneberg;DE;07:38;18:04;14,00;87;90;1021;2,1;330.0
0;18.10.18 17:50;Berlin Schoeneberg;DE;07:38;18:04;14,00;87;90;1021;1,5;310.0
0;18.10.18 18:20;Berlin Schoeneberg;DE;07:38;18:04;14,00;93;90;1021;1,5;320.0
0;18.10.18 18:50;Berlin Schoeneberg;DE;07:38;18:04;14,00;93;90;1022;3,1;330.0
0;18.10.18 19:20;Berlin Schoeneberg;DE;07:38;18:03;13,51;100;75;1022;4,1;360.0
0;18.10.18 19:50;Berlin Schoeneberg;DE;07:38;18:03;13,51;93;75;1022;2,1;350.0
0;18.10.18 20:20;Berlin Schoeneberg;DE;07:38;18:03;13,51;93;75;1022;2,1;330.0
0;18.10.18 20:50;Berlin Schoeneberg;DE;07:38;18:03;13,00;87;75;1023;3,1;340.0
0;18.10.18 21:20;Berlin Schoeneberg;DE;07:38;18:03;13,00;87;75;1023;3,1;360.0
0;18.10.18 21:50;Berlin Schoeneberg;DE;07:38;18:03;13,00;87;75;1023;3,6;360.0
0;18.10.18 22:20;Berlin Schoeneberg;DE;07:38;18:03;13,00;82;75;1023;3,1;360.0
0;18.10.18 22:50;Berlin Schoeneberg;DE;07:38;18:03;13,00;82;75;1023;2,6;350.0
0;18.10.18 23:20;Berlin Schoeneberg;DE;07:38;18:03;12,51;81;75;1024;3,1;340.0
0;18.10.18 23:50;Berlin Schoeneberg;DE;07:38;18:03;12,51;71;75;1024;4,1;350.0
0;19.10.18 00:20;Berlin Schoeneberg;DE;07:38;18:03;12,51;71;75;1024;3,1;360.0
0;19.10.18 00:50;Berlin Schoeneberg;DE;07:38;18:03;11,51;76;75;1024;2,6;360.0
0;19.10.18 01:20;Berlin Schoeneberg;DE;07:38;18:03;11,51;81;40;1024;2,1;350.0
0;19.10.18 01:50;Berlin Schoeneberg;DE;07:38;18:03;11,51;81;40;1024;2,6;350.0
0;19.10.18 02:20;Berlin Schoeneberg;DE;07:38;18:03;10,51;87;40;1024;3,1;360.0
0;19.10.18 02:50;Berlin Schoeneberg;DE;07:38;18:03;10,51;81;75;1024;2,6;350.0
0;19.10.18 03:20;Berlin Schoeneberg;DE;07:38;18:03;10,51;81;0;1024;2,6;350.0
0;19.10.18 03:50;Berlin Schoeneberg;DE;07:38;18:03;10,51;81;0;1024;2,6;360.0
0;19.10.18 04:20;Berlin Schoeneberg;DE;07:38;18:03;9,51;87;0;1024;2,1;360.0
0;19.10.18 04:50;Berlin Schoeneberg;DE;07:39;18:03;9,01;93;0;1024;1,5;330.0
0;19.10.18 05:20;Berlin Schoeneberg;DE;07:39;18:03;9,01;87;0;1024;1;
0;19.10.18 05:50;Berlin Schoeneberg;DE;07:39;18:03;8,51;87;0;1024;1,5;320.0
0;19.10.18 06:20;Berlin Schoeneberg;DE;07:39;18:02;8,01;93;0;1024;1;
0;19.10.18 06:50;Berlin Schoeneberg;DE;07:39;18:02;7,51;93;0;1024;1,5;330.0
0;19.10.18 07:20;Berlin Schoeneberg;DE;07:39;18:02;8,01;93;0;1024;1,5;320.0
0;19.10.18 07:50;Berlin Schoeneberg;DE;07:39;18:02;8,01;93;0;1025;1,5;330.0
0;19.10.18 08:20;Berlin Schoeneberg;DE;07:39;18:02;8,51;87;0;1025;2,1;340.0
0;19.10.18 08:50;Berlin Schoeneberg;DE;07:39;18:02;8,51;87;75;1025;2,6;340.0
0;19.10.18 09:20;Berlin Schoeneberg;DE;07:39;18:02;8,51;87;75;1025;2,1;350.0
0;19.10.18 09:50;Berlin Schoeneberg;DE;07:39;18:02;8,51;87;40;1025;2,6;340.0
0;19.10.18 10:20;Berlin Schoeneberg;DE;07:39;18:02;9,51;87;40;1026;2,6;330.0
0;19.10.18 10:50;Berlin Schoeneberg;DE;07:39;18:02;10,00;81;40;1026;2,1;340.0
0;19.10.18 11:20;Berlin Schoeneberg;DE;07:39;18:02;11,00;76;40;1026;2,6;330.0
0;19.10.18 11:50;Berlin Schoeneberg;DE;07:39;18:02;11,00;76;75;1026;3,1;330.0
0;19.10.18 12:20;Berlin Schoeneberg;DE;07:39;18:02;12,00;71;40;1026;2,1;
0;19.10.18 12:50;Berlin Schoeneberg;DE;07:39;18:02;12,49;62;20;1025;3,6;290.0
0;19.10.18 13:20;Berlin Schoeneberg;DE;07:39;18:02;13,00;62;20;1025;3,1;300.0
0;19.10.18 13:50;Berlin Schoeneberg;DE;07:39;18:02;13,51;62;20;1025;4,1;280.0
0;19.10.18 14:20;Berlin Schoeneberg;DE;07:39;18:02;13,51;54;0;1025;3,6;290.0
0;19.10.18 14:50;Berlin Schoeneberg;DE;07:39;18:02;14,00;54;0;1025;3,6;280.0
0;19.10.18 15:20;Berlin Schoeneberg;DE;07:39;18:02;14,00;50;0;1025;3,6;270.0
0;19.10.18 15:50;Berlin Schoeneberg;DE;07:39;18:02;14,51;54;0;1024;2,1;300.0
0;19.10.18 16:20;Berlin Schoeneberg;DE;07:39;18:02;14,00;54;0;1024;2,6;300.0
0;19.10.18 16:50;Berlin Schoeneberg;DE;07:39;18:02;14,00;50;0;1024;2,6;280.0
0;19.10.18 17:20;Berlin Schoeneberg;DE;07:39;18:02;13,51;58;0;1024;2,6;280.0
0;19.10.18 17:50;Berlin Schoeneberg;DE;07:39;18:01;12,51;62;0;1024;2,6;290.0
0;19.10.18 18:20;Berlin Schoeneberg;DE;07:40;18:01;11,00;66;0;1024;2,1;310.0
0;19.10.18 18:50;Berlin Schoeneberg;DE;07:40;18:01;10,51;71;0;1025;1,5;300.0
0;19.10.18 19:20;Berlin Schoeneberg;DE;07:40;18:01;10,00;71;0;1025;1,5;320.0
0;19.10.18 19:50;Berlin Schoeneberg;DE;07:40;18:01;9,51;76;0;1025;1;330.0
0;19.10.18 20:20;Berlin Schoeneberg;DE;07:40;18:01;8,01;81;0;1025;1;340.0
0;19.10.18 20:50;Berlin Schoeneberg;DE;07:40;18:01;7,01;87;0;1026;1;
0;19.10.18 21:20;Berlin Schoeneberg;DE;07:40;18:01;6,02;93;0;1026;1;250.0
0;19.10.18 21:50;Berlin Schoeneberg;DE;07:40;18:01;5,52;100;0;1026;1,5;260.0
0;19.10.18 22:20;Berlin Schoeneberg;DE;07:40;18:01;5,52;93;0;1026;0,5;270.0
0;19.10.18 22:50;Berlin Schoeneberg;DE;07:40;18:01;5,01;93;44;1026;1;260.0
0;19.10.18 23:20;Berlin Schoeneberg;DE;07:40;18:01;4,51;100;44;1026;1;270.0
0;19.10.18 23:50;Berlin Schoeneberg;DE;07:40;18:01;4,51;93;44;1026;0,5;
0;26.10.18 14:50;Berlin Schoeneberg;DE;07:52;17:47;12,00;81;75;1004;4,1;230.0
0;26.10.18 15:20;Berlin Schoeneberg;DE;07:52;17:47;12,00;81;75;1004;4,6;230.0
0;26.10.18 15:50;Berlin Schoeneberg;DE;07:52;17:47;12,00;76;40;1004;5,1;210.0
0;26.10.18 16:20;Berlin Schoeneberg;DE;07:52;17:47;12,00;76;40;1003;4,6;200.0
0;26.10.18 16:50;Berlin Schoeneberg;DE;07:52;17:47;12,00;76;20;1003;5,1;200.0
0;26.10.18 17:20;Berlin Schoeneberg;DE;07:52;17:47;12,00;76;20;1003;4,1;200.0
0;26.10.18 17:50;Berlin Schoeneberg;DE;07:52;17:47;12,00;76;0;1002;3,6;200.0
0;26.10.18 18:20;Berlin Schoeneberg;DE;07:52;17:47;12,00;71;40;1002;4,1;210.0
0;26.10.18 18:50;Berlin Schoeneberg;DE;07:52;17:47;11,00;71;40;1002;5,1;210.0
0;26.10.18 19:20;Berlin Schoeneberg;DE;07:52;17:47;11,00;71;20;1002;5,1;220.0
0;26.10.18 19:50;Berlin Schoeneberg;DE;07:52;17:47;10,49;71;75;1002;5,7;220.0
0;26.10.18 20:20;Berlin Schoeneberg;DE;07:52;17:47;10,49;71;40;1001;6,2;210.0
0;26.10.18 20:50;Berlin Schoeneberg;DE;07:52;17:47;10,49;71;0;1001;5,1;220.0
0;26.10.18 21:20;Berlin Schoeneberg;DE;07:52;17:47;10,00;76;0;1001;4,6;230.0
0;26.10.18 21:50;Berlin Schoeneberg;DE;07:52;17:47;10,00;76;0;1001;4,1;230.0
0;26.10.18 22:20;Berlin Schoeneberg;DE;07:52;17:47;10,00;76;20;1001;6,2;240.0
0;26.10.18 22:50;Berlin Schoeneberg;DE;07:53;17:47;10,00;76;0;1000;7,2;240.0
0;26.10.18 23:20;Berlin Schoeneberg;DE;07:53;17:46;10,00;76;20;1000;7,7;240.0
0;26.10.18 23:50;Berlin Schoeneberg;DE;07:53;17:46;10,00;76;20;1000;7,7;240.0
0;27.10.18 00:20;Berlin Schoeneberg;DE;07:53;17:46;10,00;76;40;1000;7,2;240.0
0;27.10.18 00:50;Berlin Schoeneberg;DE;07:53;17:46;10,00;76;75;1000;7,2;240.0
0;27.10.18 01:20;Berlin Schoeneberg;DE;07:53;17:46;10,00;76;75;1000;7,2;240.0
0;27.10.18 01:50;Berlin Schoeneberg;DE;07:53;17:46;9,51;76;0;1000;7,2;240.0
0;27.10.18 02:20;Berlin Schoeneberg;DE;07:53;17:46;9,00;76;0;1000;6,7;240.0
0;27.10.18 02:50;Berlin Schoeneberg;DE;07:53;17:46;9,00;76;0;1000;6,7;240.0
0;27.10.18 03:20;Berlin Schoeneberg;DE;07:53;17:46;9,00;76;0;1000;6,7;240.0
0;27.10.18 03:50;Berlin Schoeneberg;DE;07:53;17:46;9,00;76;0;1000;6,7;240.0
0;27.10.18 04:20;Berlin Schoeneberg;DE;07:53;17:46;8,49;76;75;1000;7,2;240.0
0;27.10.18 04:50;Berlin Schoeneberg;DE;07:53;17:46;8,54;75;40;1000;7,2;240.0
0;27.10.18 05:20;Berlin Schoeneberg;DE;07:53;17:46;8,00;81;75;1000;7,7;250.0
0;27.10.18 05:50;Berlin Schoeneberg;DE;07:53;17:46;8,00;70;75;1000;8,7;250.0
0;27.10.18 06:20;Berlin Schoeneberg;DE;07:53;17:46;8,00;75;75;1000;8,2;250.0
0;27.10.18 06:50;Berlin Schoeneberg;DE;07:53;17:46;7,51;75;75;1001;8,7;260.0
0;27.10.18 07:20;Berlin Schoeneberg;DE;07:53;17:46;8,00;75;75;1001;8,2;250.0
0;27.10.18 07:50;Berlin Schoeneberg;DE;07:53;17:46;8,00;75;75;1001;8,2;250.0
0;27.10.18 08:20;Berlin Schoeneberg;DE;07:53;17:46;8,00;70;75;1001;7,2;250.0
0;27.10.18 08:50;Berlin Schoeneberg;DE;07:53;17:46;8,00;70;75;1001;7,2;250.0
0;27.10.18 09:20;Berlin Schoeneberg;DE;07:53;17:46;8,00;70;75;1002;7,2;250.0
0;27.10.18 09:50;Berlin Schoeneberg;DE;07:53;17:46;8,00;75;75;1002;8,7;250.0
0;27.10.18 10:20;Berlin Schoeneberg;DE;07:53;17:46;8,00;75;75;1003;9,3;250.0
0;27.10.18 10:50;Berlin Schoeneberg;DE;07:53;17:46;9,00;70;75;1003;7,7;260.0
0;27.10.18 11:20;Berlin Schoeneberg;DE;07:53;17:45;8,00;75;75;1003;8,2;250.0
0;27.10.18 11:50;Berlin Schoeneberg;DE;07:54;17:45;9,00;70;75;1004;8,2;260.0
0;27.10.18 12:20;Berlin Schoeneberg;DE;07:54;17:45;9,00;66;75;1004;7,2;270.0
0;27.10.18 12:50;Berlin Schoeneberg;DE;07:54;17:45;9,00;66;75;1004;7,7;270.0
0;27.10.18 13:20;Berlin Schoeneberg;DE;07:54;17:45;9,00;66;75;1004;7,2;270.0
0;27.10.18 13:50;Berlin Schoeneberg;DE;07:54;17:45;9,51;66;75;1005;7,2;280.0
0;27.10.18 14:20;Berlin Schoeneberg;DE;07:54;17:45;9,00;61;75;1005;7,2;280.0
0;27.10.18 14:50;Berlin Schoeneberg;DE;07:54;17:45;9,00;61;75;1005;6,7;270.0
0;27.10.18 15:20;Berlin Schoeneberg;DE;07:54;17:45;9,00;61;75;1006;5,7;270.0
0;27.10.18 15:50;Berlin Schoeneberg;DE;07:54;17:45;9,00;61;75;1006;5,7;300.0
0;27.10.18 16:20;Berlin Schoeneberg;DE;07:54;17:45;8,51;61;75;1007;5,1;290.0
0;27.10.18 16:50;Berlin Schoeneberg;DE;07:54;17:45;8,51;61;75;1007;5,7;300.0
0;27.10.18 17:20;Berlin Schoeneberg;DE;07:54;17:45;8,01;65;40;1008;3,6;300.0
0;27.10.18 17:50;Berlin Schoeneberg;DE;07:54;17:45;7,51;65;75;1008;3,1;300.0
0;27.10.18 18:20;Berlin Schoeneberg;DE;07:54;17:45;7,51;65;75;1009;2,6;270.0
0;27.10.18 18:50;Berlin Schoeneberg;DE;07:54;17:45;7,00;65;75;1009;2,1;270.0
0;27.10.18 19:20;Berlin Schoeneberg;DE;07:54;17:45;7,00;65;75;1010;2,6;290.0
0;27.10.18 19:50;Berlin Schoeneberg;DE;07:54;17:45;7,00;65;75;1010;3,6;300.0
0;27.10.18 20:20;Berlin Schoeneberg;DE;07:54;17:45;7,00;70;75;1010;3,6;310.0
0;27.10.18 20:50;Berlin Schoeneberg;DE;07:54;17:45;6,51;81;75;1010;2,6;310.0
0;27.10.18 21:20;Berlin Schoeneberg;DE;07:54;17:45;6,51;81;40;1011;2,6;320.0
0;27.10.18 21:50;Berlin Schoeneberg;DE;07:54;17:45;6,00;81;40;1011;2,6;320.0
0;27.10.18 22:20;Berlin Schoeneberg;DE;07:54;17:45;5,51;86;40;1012;2,1;340.0
0;27.10.18 22:50;Berlin Schoeneberg;DE;07:54;17:45;5,51;80;40;1012;2,1;320.0
0;27.10.18 23:20;Berlin Schoeneberg;DE;07:54;17:44;5,00;80;40;1012;2,6;340.0
0;27.10.18 23:50;Berlin Schoeneberg;DE;07:54;17:44;5,00;75;75;1012;1,5;340.0
0;28.10.18 00:20;Berlin Schoeneberg;DE;07:54;17:44;4,49;75;75;1012;1;
0;28.10.18 00:50;Berlin Schoeneberg;DE;07:54;17:44;4,00;86;20;1013;2,1;330.0
0;28.10.18 01:20;Berlin Schoeneberg;DE;07:55;17:44;4,00;86;40;1013;2,6;330.0
0;28.10.18 01:50;Berlin Schoeneberg;DE;06:55;16:44;4,00;86;20;1013;2,1;340.0
0;28.10.18 02:50;Berlin Schoeneberg;DE;06:55;16:44;4,51;86;20;1013;2,1;350.0
0;28.10.18 02:20;Berlin Schoeneberg;DE;06:55;16:44;3,51;93;20;1013;2,1;350.0
0;28.10.18 02:50;Berlin Schoeneberg;DE;06:55;16:44;3,51;93;20;1013;2,1;350.0
0;28.10.18 03:20;Berlin Schoeneberg;DE;06:55;16:44;3,51;93;40;1013;2,6;350.0
0;28.10.18 03:50;Berlin Schoeneberg;DE;06:55;16:44;3,51;93;40;1014;2,1;360.0
0;28.10.18 04:20;Berlin Schoeneberg;DE;06:55;16:44;4,00;93;75;1014;2,6;10.0
0;28.10.18 04:50;Berlin Schoeneberg;DE;06:55;16:44;4,00;93;75;1014;2,6;20.0
0;28.10.18 05:20;Berlin Schoeneberg;DE;06:55;16:44;4,51;93;75;1014;2,6;10.0
0;28.10.18 05:50;Berlin Schoeneberg;DE;06:55;16:44;4,51;93;75;1014;2,6;20.0
0;28.10.18 06:20;Berlin Schoeneberg;DE;06:55;16:44;4,51;93;75;1014;2,6;20.0
0;28.10.18 06:50;Berlin Schoeneberg;DE;06:55;16:44;4,51;93;75;1014;3,1;30.0
0;28.10.18 07:20;Berlin Schoeneberg;DE;06:55;16:44;4,51;93;75;1015;2,6;20.0
0;28.10.18 07:50;Berlin Schoeneberg;DE;06:55;16:44;5,00;93;75;1015;3,1;20.0
0;28.10.18 08:20;Berlin Schoeneberg;DE;06:55;16:44;5,00;93;75;1015;3,1;30.0
0;28.10.18 08:50;Berlin Schoeneberg;DE;06:55;16:44;5,51;93;75;1015;3,1;40.0
0;28.10.18 09:20;Berlin Schoeneberg;DE;06:55;16:44;6,00;87;75;1016;3,1;30.0
0;28.10.18 09:50;Berlin Schoeneberg;DE;06:55;16:44;6,00;81;75;1016;3,6;40.0
0;28.10.18 10:20;Berlin Schoeneberg;DE;06:55;16:43;6,49;75;75;1016;4,6;60.0
0;28.10.18 10:50;Berlin Schoeneberg;DE;06:55;16:43;7,00;70;40;1015;4,6;70.0
0;28.10.18 11:20;Berlin Schoeneberg;DE;06:55;16:43;7,51;70;40;1015;5,1;60.0
0;28.10.18 11:50;Berlin Schoeneberg;DE;06:55;16:43;8,00;65;40;1015;5,7;60.0
0;28.10.18 12:20;Berlin Schoeneberg;DE;06:55;16:43;8,00;65;40;1015;5,1;60.0
0;28.10.18 12:50;Berlin Schoeneberg;DE;06:55;16:43;8,00;65;40;1015;5,1;60.0
0;28.10.18 13:20;Berlin Schoeneberg;DE;06:56;16:43;8,00;65;40;1015;5,1;70.0
0;28.10.18 13:50;Berlin Schoeneberg;DE;06:56;16:43;8,00;61;40;1015;4,6;50.0
0;28.10.18 14:20;Berlin Schoeneberg;DE;06:56;16:43;8,00;65;40;1015;4,1;40.0
0;28.10.18 14:50;Berlin Schoeneberg;DE;06:56;16:43;8,00;65;75;1015;4,6;40.0
0;28.10.18 15:20;Berlin Schoeneberg;DE;06:56;16:43;8,00;65;75;1015;4,1;40.0
0;28.10.18 15:50;Berlin Schoeneberg;DE;06:56;16:43;8,00;65;75;1014;4,1;30.0
0;28.10.18 16:20;Berlin Schoeneberg;DE;06:56;16:43;7,49;65;75;1015;4,1;40.0
0;28.10.18 16:50;Berlin Schoeneberg;DE;06:56;16:43;7,49;65;75;1015;4,1;40.0
0;28.10.18 17:20;Berlin Schoeneberg;DE;06:56;16:43;7,55;70;75;1014;6,2;50.0
0;28.10.18 17:50;Berlin Schoeneberg;DE;06:56;16:43;7,00;75;40;1015;4,1;40.0
0;28.10.18 18:20;Berlin Schoeneberg;DE;06:56;16:43;7,00;75;40;1015;4,1;50.0
0;28.10.18 18:50;Berlin Schoeneberg;DE;06:56;16:43;6,49;75;75;1014;4,1;50.0
0;28.10.18 19:20;Berlin Schoeneberg;DE;06:56;16:43;6,49;75;75;1014;3,6;50.0
0;28.10.18 19:50;Berlin Schoeneberg;DE;06:56;16:43;6,49;75;75;1014;3,6;60.0
0;28.10.18 20:20;Berlin Schoeneberg;DE;06:56;16:43;6,49;75;75;1014;4,1;50.0
0;28.10.18 20:50;Berlin Schoeneberg;DE;06:56;16:43;6,49;81;75;1014;4,1;40.0
0;28.10.18 21:20;Berlin Schoeneberg;DE;06:56;16:43;6,49;81;75;1015;3,6;30.0
0;28.10.18 21:50;Berlin Schoeneberg;DE;06:56;16:43;6,00;87;75;1014;3,6;50.0
0;28.10.18 22:20;Berlin Schoeneberg;DE;06:56;16:43;6,49;81;75;1014;4,1;60.0
0;28.10.18 22:50;Berlin Schoeneberg;DE;06:56;16:42;5,99;81;75;1014;4,6;70.0
0;28.10.18 23:20;Berlin Schoeneberg;DE;06:56;16:42;5,49;87;75;1014;4,1;70.0
0;28.10.18 23:50;Berlin Schoeneberg;DE;06:56;16:42;5,49;81;75;1013;5,7;70.0
0;29.10.18 00:20;Berlin Schoeneberg;DE;06:56;16:42;5,49;81;75;1013;7,2;80.0
0;29.10.18 00:50;Berlin Schoeneberg;DE;06:56;16:42;4,99;75;75;1013;6,7;80.0
0;29.10.18 01:20;Berlin Schoeneberg;DE;06:56;16:42;5,49;75;75;1013;5,7;80.0
0;29.10.18 01:50;Berlin Schoeneberg;DE;06:56;16:42;5,49;75;90;1013;5,1;70.0
0;29.10.18 02:20;Berlin Schoeneberg;DE;06:57;16:42;5,49;75;90;1013;5,1;70.0
0;29.10.18 02:50;Berlin Schoeneberg;DE;06:57;16:42;5,00;80;75;1012;5,7;70.0
0;29.10.18 03:20;Berlin Schoeneberg;DE;06:57;16:42;5,00;80;90;1012;5,1;70.0
0;29.10.18 03:50;Berlin Schoeneberg;DE;06:57;16:42;5,49;75;90;1012;4,6;70.0
0;29.10.18 04:20;Berlin Schoeneberg;DE;06:57;16:42;5,00;75;90;1012;4,6;70.0
0;29.10.18 04:50;Berlin Schoeneberg;DE;06:57;16:42;5,00;75;90;1012;6,2;80.0
0;29.10.18 05:20;Berlin Schoeneberg;DE;06:57;16:42;4,49;75;90;1011;5,7;70.0
0;29.10.18 05:50;Berlin Schoeneberg;DE;06:57;16:42;4,49;75;90;1011;5,7;70.0
0;29.10.18 06:20;Berlin Schoeneberg;DE;06:57;16:42;4,49;80;90;1011;5,7;70.0
0;29.10.18 06:50;Berlin Schoeneberg;DE;06:57;16:42;4,49;80;90;1011;5,7;70.0
0;29.10.18 07:20;Berlin Schoeneberg;DE;06:57;16:42;4,49;80;90;1011;6,7;80.0
0;29.10.18 07:50;Berlin Schoeneberg;DE;06:57;16:42;4,49;80;90;1011;4,6;80.0
0;29.10.18 08:20;Berlin Schoeneberg;DE;06:57;16:42;4,49;80;90;1011;4,1;80.0
0;29.10.18 08:50;Berlin Schoeneberg;DE;06:57;16:42;4,49;80;90;1011;6,7;80.0
0;29.10.18 09:20;Berlin Schoeneberg;DE;06:57;16:42;4,49;80;90;1010;5,7;80.0
0;29.10.18 09:50;Berlin Schoeneberg;DE;06:57;16:42;4,49;80;90;1010;6,2;80.0
0;29.10.18 10:20;Berlin Schoeneberg;DE;06:57;16:42;4,49;80;90;1010;6,2;90.0
0;29.10.18 10:50;Berlin Schoeneberg;DE;06:57;16:41;4,49;80;90;1010;5,7;80.0
0;29.10.18 11:20;Berlin Schoeneberg;DE;06:57;16:41;4,49;80;90;1010;6,2;90.0
0;29.10.18 11:50;Berlin Schoeneberg;DE;06:57;16:41;4,49;80;90;1009;6,2;80.0
0;29.10.18 12:20;Berlin Schoeneberg;DE;06:57;16:41;4,49;80;90;1008;5,1;80.0
0;29.10.18 13:20;Berlin Schoeneberg;DE;06:57;16:41;4,49;80;90;1008;6,2;90.0
0;29.10.18 13:50;Berlin Schoeneberg;DE;06:57;16:41;4,49;80;90;1008;6,7;90.0
0;29.10.18 14:20;Berlin Schoeneberg;DE;06:57;16:41;4,49;80;90;1007;6,7;90.0
0;29.10.18 14:50;Berlin Schoeneberg;DE;06:57;16:41;4,49;86;90;1007;6,2;80.0
0;29.10.18 15:20;Berlin Schoeneberg;DE;06:58;16:41;4,49;86;90;1007;5,7;90.0
0;29.10.18 15:50;Berlin Schoeneberg;DE;06:58;16:41;4,00;93;90;1005;6,2;70.0
0;29.10.18 16:20;Berlin Schoeneberg;DE;06:58;16:41;4,00;93;90;1005;5,1;70.0
0;29.10.18 16:50;Berlin Schoeneberg;DE;06:58;16:41;4,00;93;90;1005;6,2;80.0
0;29.10.18 17:20;Berlin Schoeneberg;DE;06:58;16:41;4,00;93;90;1005;5,1;80.0
0;29.10.18 17:50;Berlin Schoeneberg;DE;06:58;16:41;4,00;93;90;1004;5,7;80.0
0;29.10.18 18:20;Berlin Schoeneberg;DE;06:58;16:41;4,00;93;90;1004;4,1;70.0
